product_name,product_Short description,product_Description,Product_Tax status,In_stock?,product_Stock,product_Weight (g),product_Length (cm),product_Width (cm),product_Height (cm),"product_Sale price,price,rate,value,Rupees,rs,₹",product_Regular price ,product_Category,product_variants,product_colors,product_Attribute 1 name,product_color,Attribute 1 visible,product_Attribute 1 global,product_Attribute 1 default,product_link,product_discount
Smiling Cow Kids Backpack,"1.  Adorable Cow Print: Features realistic cow patches with horns, ears, and a cheerful smiling face.\n2.  Playful Expression: Big embroidered eyes, rosy cheeks, and a wide smile bring the character to life.\n3.  Spacious Two-Compartment Design: Upper and front zip pockets for easy organization.\n4.  Plush Material: Soft touch adds a toy-like comfort, ideal for cuddly little ones.\n5.  Everyday Practicality: Lightweight and easy to carry for school, daycare, or travel.\n","Let your child’s day be filled with joy and style with the Smiling Cow Kids Backpack in classic black and white. Designed to resemble a playful dairy cow, this backpack is perfect for toddlers and preschoolers who love animals and fun fashion. Made with soft, durable materials, it’s both functional and full of character.",taxable,1,100,250,21,10,26,,,Kids Bags,"Black Kids Bags, Brown Kids Bags, Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#964B00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Black, Brown, Yellow",1,1,Black,https://grabaggs.com/product/smiling-cow-kids-backpack/,41%
NiuNiu Dinosaur Kids Shoulder Bag - Navy Blue,,Navy Blue With Red,taxable,1,,,,,,599,999,,,,color,Navy Blue,,1,,,
My Darling Bus Kids Backpack,"1. Charming Bus Design: A yellow front pocket shaped like a school bus, complete with green windows, wheels, and parking sign graphics.
\n2. Functional Storage: Two compartments for storing snacks, toys, books, and daily essentials.
\n3. Soft &amp; Durable: Made from cushy, child-safe neoprene material that’s lightweight and durable.
\n4. Perfect for Preschoolers: Designed for toddlers and young kids with comfortable shoulder straps and easy zippers.","The My Darling Bus Kids Backpack in Red &amp; Yellow is a lively and fun school or travel companion for your little one. With its bright, eye-catching design and playful bus print, it's sure to spark joy and imagination in every child.",taxable,1,100,260,24,12,29,,,Kids Bags,"Black Kids Bags, Kids Bags, Navy Blue Kids Bags, Red Kids Bags, Sky Blue Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Sky Blue"":{""name"":""Sky Blue"",""color"":""#87CEEB"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Green, Navy Blue, Red, Sky Blue, Yellow",1,1,Navy Blue,https://grabaggs.com/product/my-darling-bus-kids-backpack/,41%
NiuNiu Dinosaur Kids Shoulder Bag - Yellow,, Yellow with  Green,taxable,1,,,,,,599,999,,,,color,Yellow,,1,,,
NiuNiu Dinosaur Kids Shoulder Bag - Pink,,Pink & Yellow,taxable,1,,,,,,599,999,,,,color,Pink,,1,,,
NiuNiu Dinosaur Kids Shoulder Bag - Green,,Green & Yellow,taxable,1,,,,,,599,999,,,,color,Green,,1,,,
"NiuNiu ""My Funny Dino"" Kids Backpack - Navy Blue",,Navy Blue With Red,taxable,1,,,,,,999,1699,,,,color,Navy Blue,,1,,,
Niuniu Monkey Kids Backpack,"1.  Cute Monkey Design: Features a winking monkey face with ears, tongue out, and playful expression that kids will love.\n2.  Fun Banana Print: Light blue belly with banana and polka dot print along with the ""Niuniu"" branding.\n3.  Kid-Friendly Construction: Made with soft, safe, and lightweight neoprene that’s gentle on young shoulders.\n4.  3D Design: Includes little hands, feet, and ears for added visual and tactile engagement.\n5.  Ideal for Preschool & Travel: Great size for carrying snacks, small toys, a bottle, and other essentials.","The Niuniu Monkey Kids Backpack is a fun, adorable, and highly functional mini bag, perfect for toddlers and preschoolers. With a winking monkey face, soft 3D elements, and playful banana-themed design, it turns daily outings into a joyful adventure for little ones.\n",taxable,1,100,260,24,12,29,,,Kids Bags,"Brown Kids Bags, Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Brown"":{""name"":""Brown"",""color"":""#964B00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Brown, Yellow",1,1,Brown,https://grabaggs.com/product/niuniu-monkey-kids-backpack/,41%
"NiuNiu ""My Funny Dino"" Kids Backpack - Pink",,Pink & Sky Blue,taxable,1,,,,,,999,1699,,,,color,Pink,,1,,,
"NiuNiu ""My Funny Dino"" Kids Backpack - Red",,Red & Green,taxable,1,,,,,,999,1699,,,,color,Red,,1,,,
"NiuNiu ""My Funny Dino"" Kids Backpack - Yellow",,Yellow & Green,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
My Funny Car Jungle Friends Kids Backpack,"1. Bright & Playful Design: Red body with a 3D yellow car pocket\n2. Cute Jungle Animals: Friendly cartoon dinosaur and giraffe for a fun touch\n3. Easy for Kids to Carry: Soft materials and child-sized straps\n4. Durable and Lightweight: Ideal for carrying small toys, snacks, and essentials\n5. Educational Style: Encourages imagination and storytelling","This vibrant and energetic backpack is a fun and functional accessory for toddlers and preschoolers. The main compartment is bold red, while the front pocket is creatively shaped like a yellow car featuring two adorable jungle friends—a green dinosaur and a yellow giraffe—gazing out of the windows.\n",taxable,1,100,260,24,12,29,,,Kids Bags,"Blue Kids Bags, Green Kids Bags, Kids Bags, Navy Blue Kids Bags, Red Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Green, Navy Blue, Red, Yellow",1,1,Navy Blue,https://grabaggs.com/product/my-funny-car-jungle-friends-kids-backpack/,41%
"NiuNiu ""My Funny Dino"" Kids Backpack - Green",,Green & Mustard Yellow,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
Dino King Kids Plush Backpack - Green,,yellow with blue,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
Dino King Kids Plush Backpack - Navy Blue,,Navy Blue With Red,taxable,1,,,,,,999,1699,,,,color,Navy Blue,,1,,,
Dino King Kids Plush Backpack - Yellow,,yellow with green,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
Dino King Kids Plush Backpack - Red,,Red With Green,taxable,1,,,,,,999,1699,,,,color,Red,,1,,,
Happy Whale Kids Backpack,"1. Whale-inspired design with soft 3D plush fins and tail
\n2. Bright, cheerful colors that appeal to young kids
\n3. Smooth, kid-friendly fabric that's easy to clean
\n4. Embroidered details add personality and tactile fun
\n5. Lightweight and just the right size for toddlers
\n6. Adjustable shoulder straps and top carry handle for convenience","The Happy Green Whale Kids Backpack brings smiles and sea vibes wherever your child goes! Shaped like a friendly whale, it features 3D plush fins and tail, expressive embroidered eyes, pink blush marks, and a fun yellow fish accent. The front belly has playful curved stripes for a delightful sea creature look",taxable,1,100,250,24,10,28,,,Kids Bags,"Green Kids Bags, Kids Bags, Navy Blue Kids Bags, Pink Kids Bags, Red Kids Bags, Royal Blue Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""RoyalBlue"":{""name"":""RoyalBlue"",""color"":""#4169E1"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Green, Navy Blue, Pink, RoyalBlue, Yellow",1,1,Yellow,https://grabaggs.com/product/2114/,41%
Dino King Kids Plush Backpack - Pink,,Pink With Green,taxable,1,,,,,,999,1699,,,,color,Pink,,1,,,
Dino King Kids Plush Backpack - Grey,,Blue With Grey,taxable,1,,,,,,999,1699,,,,color,Grey,,1,,,
Happy Cattle Kids Plush Backpack - Navy Blue,,Navy Blue With Pink,taxable,1,,,,,,1099,1999,,,,color,Navy Blue,,1,,,
Happy Cattle Kids Plush Backpack - Yellow,,yellolw,taxable,1,,,,,,1099,1999,,,,color,Yellow,,1,,,
Happy Cattle Kids Plush Backpack - Pink,,Purple,taxable,1,,,,,,1099,1999,,,,color,Pink,,1,,,
Cheerful Chick Kids Backpack,"1. Cute 3D whale design with soft fins and tail\n2. Cheerful facial embroidery and fun yellow fish detail\n3. Lightweight and comfy for toddlers and preschoolers\n4. Soft-touch material that's gentle on young hands\n5. Ideal size for snacks, toys, or essentials\n6. Adjustable straps and top handle for easy carrying","Bring a splash of joy to your little one’s day with the Happy Pink Whale Kids Backpack! This adorable marine-themed backpack is shaped like a cheerful pink whale, complete with plush 3D fins and tail. With large expressive eyes and a sweet embroidered yellow fish, it’s the perfect combination of cute and functional.\n",taxable,1,100,250,24,10,28,,,Kids Bags,"Green Kids Bags, Kids Bags, Pink Kids Bags, Royal Blue Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Green, Pink, Yellow",1,1,Pink,https://grabaggs.com/product/cheerful-chick-kids-backpack/,41%
Happy Cattle Kids Plush Backpack - Green,,Yellow with Green,taxable,1,,,,,,1099,1999,,,,color,Green,,1,,,
Happy Cattle Kids Plush Backpack - Dark Pink,,Pink,taxable,1,,,,,,1099,1999,,,,color,Dark Pink,,1,,,
Smiling Cow Kids Backpack - Black,,Black with white ,taxable,1,,,,,,999,1699,,,,color,Black,,1,,,
Happy Bug Toddler Backpack,"1. Adorable Bug Face Design with embroidered smile and cheeks\n2. Plush Antennae and Ears for tactile play\n3. Soft, Padded Shoulder Straps with adjustable length\n4. Mesh Side Pockets for small bottles or snacks\n5.Spacious Main Compartment with easy-access zipper\n6. Comfortable for Toddlers thanks to lightweight build\n7. Ideal for Ages 2–5","The Happy Bug Toddler Backpack is a cute and colorful bag designed specifically for young children. With a cheerful bug face featuring soft plush antennae, vibrant color accents, and a friendly smile, this backpack is perfect for preschool, daycare, or short outings. Made from soft, lightweight materials, it is both fun and functional for little ones.",taxable,1,100,300,24,10,28,,,Kids Bags,"Kids Bags, Light Purple Kids Bags, Pink Kids Bags, Sky Blue Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Light Purple"":{""name"":""Light Purple"",""color"":""#CBC3E3"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Sky Blue"":{""name"":""Sky Blue"",""color"":""#87CEEB"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Light Purple, Pink, Sky Blue",1,1,Pink,https://grabaggs.com/product/happy-bug-toddler-backpack/,45%
Smiling Cow Kids Backpack - Yellow,,yellow with white,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
Smiling Cow Kids Backpack - Brown,,white and brown,taxable,1,,,,,,999,1699,,,,color,Brown,,1,,,
My Darling Bus Kids Backpack - Navy Blue,,Navy Blue With Red,taxable,1,,,,,,999,1699,,,,color,Navy Blue,,1,,,
Duckling Buddy Backpack,1. Adorable Duck Design with 3D plush feet and wings\n2. Soft Fabric Material safe for kids’ delicate skin\n3. Embroidered “Duckling” Label adds a stylish touch\n4. Roomy Main Compartment for small essentials\n5. Adjustable Shoulder Straps for custom comfort\n6. Vibrant Color Scheme for visibility and fun appeal\n7. Perfect for Ages 2–6,"The Duckling Buddy Backpack – Pink & Orange Edition is a charming and functional companion for young children. Its delightful duckling theme is brought to life with soft, playful features and a cheerful color palette. Designed with both style and comfort in mind, it's perfect for preschool, travel, or outings.",taxable,1,100,280,26,10,32,,,Kids Bags,"Kids Bags, Navy Blue Kids Bags, Pink Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Navy Blue, Pink, Yellow",1,1,Yellow,https://grabaggs.com/product/duckling-buddy-backpack/,41%
My Darling Bus Kids Backpack - Yellow,,Blue with Pink,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
My Darling Bus Kids Backpack - Red,,Red With Yellow,taxable,1,,,,,,999,1699,,,,color,Red,,1,,,
My Darling Bus Kids Backpack - Green,,Green With Yellow,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
My Darling Bus Kids Backpack - Sky Blue,,,taxable,1,,,,,,999,1699,,,,color,Sky Blue,,1,,,
Froggy Prince Baby Backpack,"1. 3D Frog Design with plush arms, legs, and a crown\n2. Soft & Durable Fabric for safe, everyday use\n3. Adorable “Baby” Embroidery on the belly patch\n4. Vibrant Colors ideal for visibility and fun appeal\n5. Spacious Zipper Compartment with easy-pull tabs\n6. Comfortable Adjustable Straps for little shoulders\n7. Perfect for Toddlers & Kids Ages 2–5","The Froggy Prince Baby Backpack is a whimsical, royal-themed backpack designed for toddlers and preschoolers. With its bright green body and friendly frog face topped with a shiny yellow crown, this backpack adds fun and personality to your child’s daily routine. Soft, safe materials and practical design make it both charming and child-friendly.",taxable,1,100,260,25,9,30,,,Kids Bags,"Green Kids Bags, Kids Bags, Lime Green Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Lime Green"":{""name"":""Lime Green"",""color"":""#32CD32"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Green, Lime Green, Pink",1,1,Green,https://grabaggs.com/product/froggy-prince-baby-backpack/,41%
Niuniu Monkey Kids Backpack - Brown,,Brown with Cream,taxable,1,,,,,,999,1699,,,,color,Brown,,1,,,
Niuniu Monkey Kids Backpack - Yellow,,Yellow with Black,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
My Funny Car Jungle Friends Kids Backpack - Navy Blue,,Navy Blue With Red,taxable,1,,,,,,999,1699,,,,color,Navy Blue,,1,,,
Cheeky Chick Baby Backpack,"1. Adorable Chicken Face with oversized eyes and soft beak detailing\n2. 3D Red Comb adds a tactile and visual pop\n3. Colorful and Eye-Catching Design makes it easy to spot in a crowd\n4. Zippered Main Compartment for toys, snacks, or small books\n5. Mesh Side Pocket for a bottle or accessories\n6. Soft Shoulder Straps for all-day comfort\n7. Lightweight and Plush Construction safe for young children","The Sunny Chick Baby Backpack adds a playful spark to your child’s everyday adventures. Crafted with soft plush material and a vibrant chick face design, it’s a perfect pick for toddlers heading to daycare, picnics, or a fun day out. Durable, lightweight, and sized for tiny shoulders, it’s all about fun and function.",taxable,1,100,250,24,8,27,,,Kids Bags,"Green Kids Bags, Kids Bags, Pink Kids Bags, Red Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Green, Pink, Red, Yellow",1,1,Yellow,https://grabaggs.com/product/cheeky-chick-baby-backpack/,41%
My Funny Car Jungle Friends Kids Backpack - Yellow,,Yellow with Green,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
My Funny Car Jungle Friends Kids Backpack - Red,,Red With Yellow,taxable,1,,,,,,999,1699,,,,color,Red,,1,,,
My Funny Car Jungle Friends Kids Backpack - Green,,Green With Yellow,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
My Funny Car Jungle Friends Kids Backpack - Blue,,Red With Blue,taxable,1,,,,,,999,1699,,,,color,Blue,,1,,,
Dino Buddy Kids Backpack,"1. Playful Dinosaur Design: Cute embroidered face with bright red cheeks, plush limbs, and soft yellow spikes.\n2. Soft Plush Fabric: Provides extra comfort and a cuddly feel.\n3. Kid-Safe Zippers: Designed for easy opening and closing by small hands.\n4. Side Mesh Pocket: Ideal for bottles or snacks.\n5. Lightweight and Portable: Great for toddlers to carry on their own.","This cheerful dinosaur-themed backpack is a fun and functional companion for toddlers and young children. Its soft plush material and 3D features make it both a toy and a practical school bag. The animated face with stitched teeth and plush arms and feet brings a smile to any child’s face, making it perfect for preschool, daycare, or weekend outings.",taxable,1,100,280,20,10,25,,,Kids Bags,"Green Kids Bags, Kids Bags, Navy Blue Kids Bags, Pink Kids Bags, Purple Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Green, Navy Blue, Pink, Purple, Yellow",1,1,Navy Blue,https://grabaggs.com/product/dino-buddy-kids-backpack/,45%
Happy Whale Kids Backpack - Yellow,,Yellow,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
Happy Whale Kids Backpack - Navy Blue,,Navy Blue,taxable,1,,,,,,999,1699,,,,color,Navy Blue,,1,,,
Happy Whale Kids Backpack - Green,,Green ,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
Happy Whale Kids Backpack - Pink,,Pink,taxable,1,,,,,,999,1699,,,,color,Pink,,1,,,
Happy Whale Kids Backpack - RoyalBlue,,Blue,taxable,1,,,,,,999,1699,,,,color,RoyalBlue,,1,,,
Galaxy Explorer Kids Backpack,"1. Unique Astronaut Design: 3D effect with a clear plastic “helmet” dome and detailed astronaut print.\n2. Airplane Wings: Red side wings with star emblems add a dynamic, standout shape.\n3. Starry Background: Decorated with white and yellow stars for an outer space vibe.\n4. Comfortable Straps: Padded and adjustable for tiny shoulders.\n5. Durable Build: Crafted from soft yet sturdy materials suitable for daily use.","Blast off to fun with the Galaxy Explorer Kids Backpack – a playful and imaginative bag designed for little adventurers with big dreams. Featuring a vibrant space shuttle theme and a friendly astronaut peeking through a clear dome, this backpack sparks curiosity and creativity while offering practical storage for school or outings.",taxable,1,100,280,24,11,28,,,Kids Bags,"Green Kids Bags, Kids Bags, Pink Kids Bags, Purple Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Blue, Navy Blue",1,1,Navy Blue,https://grabaggs.com/product/galaxy-explorer-kids-backpack/,38%
Cheerful Chick Kids Backpack - Pink,,Yellow and Pink,taxable,1,,,,,,999,1699,,,,color,Pink,,1,,,
Cheerful Chick Kids Backpack - Green,,Yellow and Green ,taxable,1,,,,,,999,1699,,,,color,Green,,1,,,
Little Roary Tiger Backpack,1. Adorable Tiger Face: Features 3D ears and embroidered details for a lifelike expression.\n2. Comfortable Straps: Adjustable shoulder straps for a snug and cozy fit.\n3. Side Mesh Pocket: Perfect for holding a water bottle or juice box.\n4. Lightweight & Durable: Soft material ensures it’s easy for kids to carry on their own.\n5. Top Handle: Handy for parents to grab and go.,"The Little Roary Tiger Backpack is a fun and lovable companion for your child’s daily adventures. Designed to look like a cheerful tiger cub, this small-sized backpack combines playful design with everyday functionality. Ideal for toddlers and preschoolers to carry snacks, toys, and small items",taxable,1,100,220,22,14,26,,,Kids Bags,"Dark Blue Kids Bags, Kids Bags, Pink Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Dark Blue"":{""name"":""Dark Blue"",""color"":""#00008B"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Dark Blue, Pink, Yellow",0,1,,https://grabaggs.com/product/little-roary-tiger-backpack/,38%
Cheerful Chick Kids Backpack - Yellow,,Black and Yellow,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
Happy Bug Toddler Backpack - Pink,,Pink with Purple,taxable,1,,,,,,1099,1999,,,,color,Pink,,1,,,
Happy Bug Toddler Backpack - Sky Blue,,Pink with Blue,taxable,1,,,,,,1099,1999,,,,color,Sky Blue,,1,,,
Dino Buddy Backpack,"1. Playful Dino Design: Large front graphic with a cute parent and baby dinosaur illustration.\n2. Spacious Compartment: Ample room for snacks, toys, and small books.\n3. Dual Side Mesh Pockets: Ideal for water bottles or easy-access items.\n4. Soft Padded Straps: Adjustable and comfortable for small shoulders.\n5. Durable Build: Made from lightweight, child-safe fabric with reinforced stitching.\n6. Top Handle: Easy for parents to carry or hang on hooks.","The Dino Buddy Backpack is a fun and eye-catching choice for young dino lovers. Designed in a vibrant red and navy blue color scheme, it features a large, adorable red dinosaur with a speech bubble saying “Breakfast Time!”—perfect for sparking imagination and fun. This backpack is ideal for toddlers and preschoolers for school, daycare, or outings.",taxable,1,100,350,25,12,32,,,Kids Bags,"Kids Bags, Pink Kids Bags, Red Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#FF0000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,"Pink, Red, Yellow",1,1,Red,https://grabaggs.com/product/dino-buddy-backpack/,41%
Happy Bug Toddler Backpack - Light Purple,,Light Pink,taxable,1,,,,,,1099,1999,,,,color,Light Purple,,1,,,
Duckling Buddy Backpack - Yellow,,Yellow,taxable,1,,,,,,999,1699,,,,color,Yellow,,1,,,
Duckling Buddy Backpack - Navy Blue,,Blue,taxable,1,,,,,,999,1699,,,,color,Navy Blue,,1,,,
